Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-09-16 00:00:00-04:00,52.67128372192383,54.13000683210404,52.6083881875261,52.67128372192383,569162000,0.0,0.0
2019-09-23 00:00:00-04:00,52.9664129611008,53.82277997224299,52.52855463964248,52.934967041015625,465780800,0.0,0.0
2019-09-30 00:00:00-04:00,53.43813022887226,55.20892024913457,52.042306630632375,54.91620635986328,634486800,0.0,0.0
2019-10-07 00:00:00-04:00,54.737207608555195,57.487734728748904,54.26789963846964,57.14180374145508,588705600,0.0,0.0
2019-10-14 00:00:00-04:00,56.82489375123051,57.6062689572013,56.41364577987531,57.190181732177734,422709600,0.0,0.0
2019-10-21 00:00:00-04:00,57.45870784098149,59.68670631991477,57.41032637410953,59.650421142578125,388122000,0.0,0.0
2019-10-28 00:00:00-04:00,59.85362260645535,61.91228400555279,57.39580581972633,61.885677337646484,654221600,0.0,0.0
2019-11-04 00:00:00-05:00,62.250971101327515,63.00331835231598,61.77682748109049,62.930747985839844,423960800,0.1925,0.0
2019-11-11 00:00:00-05:00,62.67321202512456,64.4881417063143,62.66836194478684,64.48329162597656,461333600,0.0,0.0
2019-11-18 00:00:00-05:00,64.49300430367545,65.02680943254069,63.18276410202032,63.51760482788086,455825200,0.0,0.0
2019-11-25 00:00:00-05:00,63.74325020496722,65.02680374017042,63.6922984395326,64.8448257446289,301081200,0.0,0.0
2019-12-02 00:00:00-05:00,64.84966852602123,65.75470832100332,62.18551571018002,65.68434143066406,456599200,0.0,0.0
2019-12-09 00:00:00-05:00,65.51206950000083,66.79804419867537,64.2770465598429,66.76165008544922,568117600,0.0,0.0
2019-12-16 00:00:00-05:00,67.21051580866012,68.58141474042364,67.20566572952873,67.80255126953125,732720000,0.0,0.0
2019-12-23 00:00:00-05:00,68.06703176575145,71.32807720506898,68.02820891472366,70.31627655029297,386438000,0.0,0.0
2019-12-30 00:00:00-05:00,70.2337905964517,72.93677366546483,69.20501081671378,72.16761016845703,526723200,0.0,0.0
2020-01-06 00:00:00-05:00,71.28442190839638,75.86541579707453,71.03207701664282,75.29763793945312,670091600,0.0,0.0
2020-01-13 00:00:00-05:00,75.61548744116217,77.33820624977429,75.10836899676193,77.33578491210938,652055600,0.0,0.0
2020-01-20 00:00:00-05:00,76.962126495579,78.45191568099742,76.58846297678495,77.23387908935547,463685200,0.0,0.0
2020-01-27 00:00:00-05:00,75.23212615175291,79.54864610798946,73.97526662289387,75.09867858886719,866734800,0.0,0.0
2020-02-03 00:00:00-05:00,73.83453447028415,78.9105105284881,73.32985209621795,77.6512222290039,652341200,0.1925,0.0
2020-02-10 00:00:00-05:00,76.41270925293415,79.58421095523113,76.33245217548898,79.03211975097656,492263600,0.0,0.0
2020-02-17 00:00:00-05:00,76.69970023595371,78.95915261952298,75.51768781544824,76.13787841796875,476635200,0.0,0.0
2020-02-24 00:00:00-05:00,72.2975329702968,73.9805635703273,62.35254513109103,66.48473358154297,1398039200,0.0,0.0
2020-03-02 00:00:00-05:00,68.65420962852814,73.93679969295535,67.54515822691593,70.2958984375,1293800800,0.0,0.0
2020-03-09 00:00:00-04:00,64.14745863378917,69.66596476842683,60.316852099259584,67.60594940185547,1616839600,0.0,0.0
2020-03-16 00:00:00-04:00,58.84541377760419,63.011652009247406,55.452591488000145,55.75417709350586,1620263600,0.0,0.0
2020-03-23 00:00:00-04:00,55.47204225715226,62.9143606172884,51.7095354413697,60.25361251831055,1384190000,0.0,0.0
2020-03-30 00:00:00-04:00,60.98326761372616,63.84101846413842,57.61719473948591,58.714088439941406,837010800,0.0,0.0
2020-04-06 00:00:00-04:00,61.02216916847242,66.08100642208026,60.65248790508916,65.17868041992188,735437600,0.0,0.0
2020-04-13 00:00:00-04:00,65.25652152741627,70.10619246929087,64.65335022634609,68.78067779541016,829547200,0.0,0.0
2020-04-20 00:00:00-04:00,67.6011017060608,68.8317597185387,64.55606815138161,68.82202911376953,678844800,0.0,0.0
2020-04-27 00:00:00-04:00,68.53746159334857,72.72073067464675,67.66190020532093,70.30562591552734,790054000,0.0,0.0
2020-05-04 00:00:00-04:00,70.32992928480806,75.48118051408777,69.63677052555235,75.42767333984375,672706400,0.205,0.0
2020-05-11 00:00:00-04:00,75.13682337335948,77.96329364433178,73.21267333990025,75.04170989990234,834147600,0.0,0.0
2020-05-18 00:00:00-04:00,76.37324315816419,78.25593149079452,75.67820787440999,77.7681884765625,532904800,0.0,0.0
2020-05-25 00:00:00-04:00,78.89243938382022,79.07290193315576,76.35373588181616,77.53651428222656,525560400,0.0,0.0
2020-06-01 00:00:00-04:00,77.4901733686122,80.9043745555849,77.35848066753738,80.8434066772461,497736000,0.0,0.0
2020-06-08 00:00:00-04:00,80.53853666879004,86.51826122381182,79.82399519246091,82.6236343383789,811826800,0.0,0.0
2020-06-15 00:00:00-04:00,81.27019371270876,86.9548389251009,81.10679650021936,85.28675842285156,779940400,0.0,0.0
2020-06-22 00:00:00-04:00,85.68181232981304,90.81287079840232,85.63547614920034,86.24028015136719,883003200,0.0,0.0
2020-06-29 00:00:00-04:00,86.14761002622042,90.34707768315509,85.66718285874042,88.79605102539062,495648000,0.0,0.0
2020-07-06 00:00:00-04:00,90.23245096053857,93.9563659195767,90.20074647617908,93.56861114501953,564072000,0.0,0.0
2020-07-13 00:00:00-04:00,94.88065130153812,97.50471119199153,91.57619524079611,93.96613311767578,718600800,0.0,0.0
2020-07-20 00:00:00-04:00,94.05393387532332,96.81699496582692,86.95970469743494,90.34464263916016,665196000,0.0,0.0
2020-07-27 00:00:00-04:00,91.41280500086346,103.80635815703091,90.96164117404857,103.65515899658203,847635600,0.0,0.0
2020-08-03 00:00:00-04:00,105.54760802786434,111.60781777296849,105.24765077264452,108.38871765136719,1003474000,0.205,0.0
2020-08-10 00:00:00-04:00,110.03777507791872,113.40194544321956,106.62474694072189,112.29277038574219,941551200,0.0,0.0
2020-08-17 00:00:00-04:00,113.42147592541757,122.02611678820088,111.3692633125931,121.5399398803711,835695200,0.0,0.0
2020-08-24 00:00:00-04:00,125.76895775460927,125.85447562187547,120.25241411833034,121.96748352050781,1063638000,0.0,0.0
2020-08-31 00:00:00-04:00,124.67690635301695,134.84024736645398,108.36668655717178,118.2075424194336,1167976600,0.0,4.0
2020-09-07 00:00:00-04:00,111.35704812795302,117.75800490379333,107.49693393707275,109.45142364501953,771441800,0.0,0.0
2020-09-14 00:00:00-04:00,112.10953875905474,116.12601598903225,103.67591030189345,104.40884399414062,944587000,0.0,0.0
2020-09-21 00:00:00-04:00,102.16117873786698,110.29185568906344,100.75394375115273,109.72505187988281,847212600,0.0,0.0
2020-09-28 00:00:00-04:00,112.39293432486433,115.0412670217092,109.66642024921254,110.44821166992188,640562200,0.0,0.0
2020-10-05 00:00:00-04:00,111.31795255595432,114.3376352412407,109.69572269939546,114.30831909179688,548575100,0.0,0.0
2020-10-12 00:00:00-04:00,117.32801154013349,122.53672825727085,115.46147779763021,116.31167602539062,881222300,0.0,0.0
2020-10-19 00:00:00-04:00,117.23029173012038,117.679823468032,111.67954066405842,112.42224884033203,519569600,0.0,0.0
2020-10-26 00:00:00-04:00,111.41569392638291,114.61128149148838,105.2688225671168,106.38288116455078,684467100,0.0,0.0
2020-11-02 00:00:00-05:00,106.62718205751666,116.89802712154295,104.87791294895295,115.98918914794922,609571800,0.205,0.0
2020-11-09 00:00:00-05:00,117.96116368927727,119.41976851836267,111.72537168354525,116.7472915649414,589577900,0.0,0.0
2020-11-16 00:00:00-05:00,116.41445700944249,118.4408436070972,114.34891228083674,114.86774444580078,389493400,0.0,0.0
2020-11-23 00:00:00-05:00,114.71111034263903,115.14184228047598,110.21781413003319,114.13353729248047,365024000,0.0,0.0
2020-11-30 00:00:00-05:00,114.5055472499411,121.17206421223658,114.34891472279203,119.67430114746094,543370600,0.0,0.0
2020-12-07 00:00:00-05:00,119.73303355425823,123.29634136030629,117.6185467369544,119.8309326171875,452278700,0.0,0.0
2020-12-14 00:00:00-05:00,120.016914655215,126.84985492934594,118.97925039658668,123.99137878417969,621538100,0.0,0.0
2020-12-21 00:00:00-05:00,122.3859542689926,131.57812352571645,120.84903284832046,129.1895294189453,433310200,0.0,0.0
2020-12-28 00:00:00-05:00,131.16693053081983,135.86578596463974,128.94475364818854,129.89431762695312,441102200,0.0,0.0
2021-01-04 00:00:00-05:00,130.70686724472432,130.79496744703692,123.71729325055291,129.26783752441406,610791200,0.0,0.0
2021-01-11 00:00:00-05:00,126.46807675994273,128.68045506605205,124.18716612559021,124.46126556396484,482792700,0.0,0.0
2021-01-18 00:00:00-05:00,125.08781326201269,136.90351866713453,124.2655147328327,136.13995361328125,429687100,0.0,0.0
2021-01-25 00:00:00-05:00,140.05565660560322,142.03308634742743,127.46660413320319,129.1797332763672,716991000,0.0,0.0
2021-02-01 00:00:00-05:00,130.93200915505065,134.52468380069826,128.17141682015782,133.8785858154297,439303000,0.205,0.0
2021-02-08 00:00:00-05:00,133.36296006910226,135.1766944830167,131.06884229381453,132.7158966064453,345543100,0.0,0.0
2021-02-15 00:00:00-05:00,132.83356143011596,133.34335543550517,124.9119777260323,127.32373809814453,363020300,0.0,0.0
2021-02-22 00:00:00-05:00,125.50017954272698,127.17665918352675,116.06879788336197,118.88253021240234,685989200,0.0,0.0
2021-03-01 00:00:00-05:00,121.32372502648799,126.19628309906896,115.26489142900307,119.0394058227539,663456700,0.0,0.0
2021-03-08 00:00:00-05:00,118.55899796391556,120.79429416791979,113.93153899010565,118.65703582763672,586977300,0.0,0.0
2021-03-15 00:00:00-04:00,119.02958518804826,124.72566935313601,117.33350104556831,117.63742065429688,626343500,0.0,0.0
2021-03-22 00:00:00-04:00,117.97077522227714,121.80411068372774,116.58841652075533,118.8335189819336,488825800,0.0,0.0
2021-03-29 00:00:00-04:00,119.2648871425029,121.74528184121831,116.52958800445019,120.58841705322266,359904000,0.0,0.0
2021-04-05 00:00:00-04:00,121.44137254879894,130.4315736684423,120.65705458242691,130.39236450195312,447820500,0.0,0.0
2021-04-12 00:00:00-04:00,129.92177230196532,132.35314439550015,128.06882887881312,131.5296173095703,444178800,0.0,0.0
2021-04-19 00:00:00-04:00,130.89236143298817,132.87276095516475,128.7256996682984,131.68649291992188,421147600,0.0,0.0
2021-04-26 00:00:00-04:00,132.18649049446995,134.3825778697465,128.50021539703351,128.882568359375,501621500,0.0,0.0
2021-05-03 00:00:00-04:00,129.45118906997845,131.4414022206979,124.21588983703104,127.6570816040039,453802300,0.22,0.0
2021-05-10 00:00:00-04:00,127.08824070219113,127.21589816420475,120.05669566634816,125.16339874267578,514165600,0.0,0.0
2021-05-17 00:00:00-04:00,124.54471063821616,125.70354045145359,120.6557582546011,123.17964935302734,386352000,0.0,0.0
2021-05-24 00:00:00-04:00,123.74924307815489,126.01780421357265,122.3154379949444,122.37435913085938,357615000,0.0,0.0
2021-05-31 00:00:00-04:00,122.83592054663607,123.89654588376105,120.9209013280747,123.63138580322266,278314500,0.0,0.0
2021-06-07 00:00:00-04:00,123.90636343238968,126.15528659279444,122.59040816845742,125.06519317626953,327048100,0.0,0.0
2021-06-14 00:00:00-04:00,125.52678775109852,130.17193036465957,124.79024346195676,128.1194305419922,457142800,0.0,0.0
2021-06-21 00:00:00-04:00,127.9622945757161,132.22442716849963,126.89185382967706,130.7218780517578,354155800,0.0,0.0
2021-06-28 00:00:00-04:00,131.01648561276517,137.48825037321126,130.95756447449574,137.448974609375,321267200,0.0,0.0
2021-07-05 00:00:00-04:00,137.55697650667446,143.0368511528721,137.55697650667446,142.5065460205078,418559700,0.0,0.0
2021-07-12 00:00:00-04:00,143.5868626595359,147.30885992694252,141.05314847058864,143.7636260986328,504249300,0.0,0.0
2021-07-19 00:00:00-04:00,141.17095287729245,146.05178632513918,139.1282687696298,145.8946533203125,441563700,0.0,0.0
2021-07-26 00:00:00-04:00,145.6098839394784,147.14189349574235,139.98267539662316,143.2431182861328,423324000,0.0,0.0
2021-08-02 00:00:00-04:00,143.73413581373995,145.38398751106055,142.575298562978,143.51808166503906,284559400,0.22,0.0
2021-08-09 00:00:00-04:00,143.79213169174875,146.97877537355384,142.9069603949883,146.64437866210938,298082900,0.0,0.0
2021-08-16 00:00:00-04:00,146.09360102991164,149.18188592825416,142.12014476234017,145.74937438964844,429361600,0.0,0.0
2021-08-23 00:00:00-04:00,145.86740142684855,148.3754071237908,144.4117805351169,146.1526336669922,272129100,0.0,0.0
2021-08-30 00:00:00-04:00,146.54601444492076,152.42752142658858,146.16243822888768,151.75872802734375,386647700,0.0,0.0
2021-09-06 00:00:00-04:00,152.417707683858,154.66998570240628,146.2509678577708,146.5165252685547,354897400,0.0,0.0
2021-09-13 00:00:00-04:00,148.1491749095838,148.92615724863197,143.3593721105774,143.65443420410156,492884800,0.0,0.0
2021-09-20 00:00:00-04:00,141.43166482302317,145.0412193426052,138.9433342822555,144.50027465820312,394033300,0.0,0.0
2021-09-27 00:00:00-04:00,143.07416092958792,143.55609620281976,136.81890731577124,140.30059814453125,441421300,0.0,0.0
2021-10-04 00:00:00-04:00,139.42526943170697,141.8447609114996,135.99275780926686,140.54649353027344,382910100,0.0,0.0
2021-10-11 00:00:00-04:00,139.92687866283873,142.51355349206335,136.90743303516234,142.4545440673828,354098200,0.0,0.0
2021-10-18 00:00:00-04:00,141.08743004824575,147.70658530536824,140.80221284125977,146.2411346435547,340691300,0.0,0.0
2021-10-25 00:00:00-04:00,146.2312606948009,150.64731662791985,143.99865798034938,147.33282470703125,392740000,0.0,0.0
2021-11-01 00:00:00-04:00,146.5362196061178,149.9195520354689,145.36581586991736,148.7884979248047,324080300,0.22,0.0
2021-11-08 00:00:00-05:00,149.13366540804506,149.29126353255427,145.26274225772852,147.73501586914062,281799900,0.0,0.0
2021-11-15 00:00:00-05:00,148.109287112468,158.59918080767974,147.09477364647046,158.13624572753906,462419300,0.0,0.0
2021-11-22 00:00:00-05:00,159.2492784826647,163.2088455836504,154.00926774335147,154.45249938964844,359933200,0.0,0.0
2021-11-29 00:00:00-05:00,156.97399364020416,167.7396775742911,155.42760516028537,159.4068603515625,669611100,0.0,0.0
2021-12-06 00:00:00-05:00,161.81999298402542,176.9293768198765,161.8101487385317,176.7520751953125,569227700,0.0,0.0
